Year,Month,Day,Date,AQI,AQI_Category_Indian_GOV
2022,11,13,2022-11-13,,Unknown
2022,11,14,2022-11-14,,Unknown
2022,11,15,2022-11-15,,Unknown
2022,11,16,2022-11-16,,Unknown
2022,11,17,2022-11-17,,Unknown
2022,11,18,2022-11-18,,Unknown
2022,11,19,2022-11-19,,Unknown
2022,11,20,2022-11-20,296.0,Poor
2022,11,21,2022-11-21,325.0,Very Poor
2022,11,22,2022-11-22,44.0,Good
2022,11,23,2022-11-23,43.0,Good
2022,11,24,2022-11-24,43.0,Good
2022,11,25,2022-11-25,,Unknown
2022,11,26,2022-11-26,,Unknown
2022,11,27,2022-11-27,,Unknown
2022,11,28,2022-11-28,,Unknown
2022,11,29,2022-11-29,,Unknown
2022,11,30,2022-11-30,,Unknown
2022,12,1,2022-12-01,,Unknown
2022,12,2,2022-12-02,,Unknown
2022,12,3,2022-12-03,,Unknown
2022,12,4,2022-12-04,,Unknown
2022,12,5,2022-12-05,,Unknown
2022,12,6,2022-12-06,,Unknown
2022,12,7,2022-12-07,153.0,Moderate
2022,12,8,2022-12-08,173.0,Moderate
2022,12,9,2022-12-09,174.0,Moderate
2022,12,10,2022-12-10,,Unknown
2022,12,11,2022-12-11,,Unknown
2022,12,12,2022-12-12,,Unknown
2022,12,13,2022-12-13,,Unknown
2022,12,14,2022-12-14,,Unknown
2022,12,15,2022-12-15,,Unknown
2022,12,16,2022-12-16,,Unknown
2022,12,17,2022-12-17,,Unknown
2022,12,18,2022-12-18,,Unknown
2022,12,19,2022-12-19,,Unknown
2022,12,20,2022-12-20,,Unknown
2022,12,21,2022-12-21,,Unknown
2022,12,22,2022-12-22,,Unknown
2022,12,23,2022-12-23,,Unknown
2022,12,24,2022-12-24,,Unknown
2022,12,25,2022-12-25,,Unknown
2022,12,26,2022-12-26,,Unknown
2022,12,27,2022-12-27,,Unknown
2022,12,28,2022-12-28,,Unknown
2022,12,29,2022-12-29,,Unknown
2022,12,30,2022-12-30,,Unknown
2022,12,31,2022-12-31,,Unknown
2023,1,1,2023-01-01,,Unknown
2023,1,2,2023-01-02,,Unknown
2023,1,3,2023-01-03,,Unknown
2023,1,4,2023-01-04,,Unknown
2023,1,5,2023-01-05,,Unknown
2023,1,6,2023-01-06,,Unknown
2023,1,7,2023-01-07,,Unknown
2023,1,8,2023-01-08,,Unknown
2023,1,9,2023-01-09,,Unknown
2023,1,10,2023-01-10,,Unknown
2023,1,11,2023-01-11,,Unknown
2023,1,12,2023-01-12,,Unknown
2023,1,13,2023-01-13,,Unknown
2023,1,14,2023-01-14,,Unknown
2023,1,15,2023-01-15,,Unknown
2023,1,16,2023-01-16,,Unknown
2023,1,17,2023-01-17,,Unknown
2023,1,18,2023-01-18,,Unknown
2023,1,19,2023-01-19,,Unknown
2023,1,20,2023-01-20,43.0,Good
2023,1,21,2023-01-21,140.0,Moderate
2023,1,22,2023-01-22,115.0,Moderate
2023,1,23,2023-01-23,141.0,Moderate
2023,1,24,2023-01-24,209.0,Poor
2023,1,25,2023-01-25,206.0,Poor
2023,1,26,2023-01-26,211.0,Poor
2023,1,27,2023-01-27,184.0,Moderate
2023,1,28,2023-01-28,206.0,Poor
2023,1,29,2023-01-29,172.0,Moderate
2023,1,30,2023-01-30,152.0,Moderate
2023,1,31,2023-01-31,153.0,Moderate
2023,2,1,2023-02-01,162.0,Moderate
2023,2,2,2023-02-02,201.0,Poor
2023,2,3,2023-02-03,166.0,Moderate
2023,2,4,2023-02-04,185.0,Moderate
2023,2,5,2023-02-05,186.0,Moderate
2023,2,6,2023-02-06,166.0,Moderate
2023,2,7,2023-02-07,184.0,Moderate
2023,2,8,2023-02-08,190.0,Moderate
2023,2,9,2023-02-09,203.0,Poor
2023,2,10,2023-02-10,196.0,Moderate
2023,2,11,2023-02-11,100.0,Satisfactory
2023,2,12,2023-02-12,134.0,Moderate
2023,2,13,2023-02-13,96.0,Satisfactory
2023,2,14,2023-02-14,175.0,Moderate
2023,2,15,2023-02-15,155.0,Moderate
2023,2,16,2023-02-16,150.0,Moderate
2023,2,17,2023-02-17,188.0,Moderate
2023,2,18,2023-02-18,144.0,Moderate
2023,2,19,2023-02-19,143.0,Moderate
2023,2,20,2023-02-20,152.0,Moderate
2023,2,21,2023-02-21,126.0,Moderate
2023,2,22,2023-02-22,125.0,Moderate
2023,2,23,2023-02-23,146.0,Moderate
2023,2,24,2023-02-24,148.0,Moderate
2023,2,25,2023-02-25,168.0,Moderate
2023,2,26,2023-02-26,148.0,Moderate
2023,2,27,2023-02-27,138.0,Moderate
2023,2,28,2023-02-28,144.0,Moderate
2023,3,1,2023-03-01,142.0,Moderate
2023,3,2,2023-03-02,171.0,Moderate
2023,3,3,2023-03-03,188.0,Moderate
2023,3,4,2023-03-04,229.0,Poor
2023,3,5,2023-03-05,185.0,Moderate
2023,3,6,2023-03-06,179.0,Moderate
2023,3,7,2023-03-07,132.0,Moderate
2023,3,8,2023-03-08,136.0,Moderate
2023,3,9,2023-03-09,122.0,Moderate
2023,3,10,2023-03-10,127.0,Moderate
2023,3,11,2023-03-11,137.0,Moderate
2023,3,12,2023-03-12,152.0,Moderate
2023,3,13,2023-03-13,163.0,Moderate
2023,3,14,2023-03-14,130.0,Moderate
2023,3,15,2023-03-15,139.0,Moderate
2023,3,16,2023-03-16,153.0,Moderate
2023,3,17,2023-03-17,117.0,Moderate
2023,3,18,2023-03-18,106.0,Moderate
2023,3,19,2023-03-19,103.0,Moderate
2023,3,20,2023-03-20,92.0,Satisfactory
2023,3,21,2023-03-21,100.0,Satisfactory
2023,3,22,2023-03-22,98.0,Satisfactory
2023,3,23,2023-03-23,93.0,Satisfactory
2023,3,24,2023-03-24,89.0,Satisfactory
2023,3,25,2023-03-25,92.0,Satisfactory
2023,3,26,2023-03-26,83.0,Satisfactory
2023,3,27,2023-03-27,90.0,Satisfactory
2023,3,28,2023-03-28,90.0,Satisfactory
2023,3,29,2023-03-29,91.0,Satisfactory
2023,3,30,2023-03-30,94.0,Satisfactory
2023,3,31,2023-03-31,96.0,Satisfactory
2023,4,1,2023-04-01,90.0,Satisfactory
2023,4,2,2023-04-02,92.0,Satisfactory
2023,4,3,2023-04-03,94.0,Satisfactory
2023,4,4,2023-04-04,101.0,Moderate
2023,4,5,2023-04-05,76.0,Satisfactory
2023,4,6,2023-04-06,94.0,Satisfactory
2023,4,7,2023-04-07,141.0,Moderate
2023,4,8,2023-04-08,101.0,Moderate
2023,4,9,2023-04-09,94.0,Satisfactory
2023,4,10,2023-04-10,106.0,Moderate
2023,4,11,2023-04-11,102.0,Moderate
2023,4,12,2023-04-12,128.0,Moderate
2023,4,13,2023-04-13,121.0,Moderate
2023,4,14,2023-04-14,116.0,Moderate
2023,4,15,2023-04-15,155.0,Moderate
2023,4,16,2023-04-16,186.0,Moderate
2023,4,17,2023-04-17,207.0,Poor
2023,4,18,2023-04-18,149.0,Moderate
2023,4,19,2023-04-19,221.0,Poor
2023,4,20,2023-04-20,366.0,Very Poor
2023,4,21,2023-04-21,72.0,Satisfactory
2023,4,22,2023-04-22,70.0,Satisfactory
2023,4,23,2023-04-23,68.0,Satisfactory
2023,4,24,2023-04-24,67.0,Satisfactory
2023,4,25,2023-04-25,76.0,Satisfactory
2023,4,26,2023-04-26,136.0,Moderate
2023,4,27,2023-04-27,122.0,Moderate
2023,4,28,2023-04-28,118.0,Moderate
2023,4,29,2023-04-29,98.0,Satisfactory
2023,4,30,2023-04-30,92.0,Satisfactory
2023,5,1,2023-05-01,98.0,Satisfactory
2023,5,2,2023-05-02,123.0,Moderate
2023,5,3,2023-05-03,131.0,Moderate
2023,5,4,2023-05-04,128.0,Moderate
2023,5,5,2023-05-05,120.0,Moderate
2023,5,6,2023-05-06,127.0,Moderate
2023,5,7,2023-05-07,132.0,Moderate
2023,5,8,2023-05-08,128.0,Moderate
2023,5,9,2023-05-09,130.0,Moderate
2023,5,10,2023-05-10,141.0,Moderate
2023,5,11,2023-05-11,163.0,Moderate
2023,5,12,2023-05-12,164.0,Moderate
2023,5,13,2023-05-13,127.0,Moderate
2023,5,14,2023-05-14,111.0,Moderate
2023,5,15,2023-05-15,116.0,Moderate
2023,5,16,2023-05-16,129.0,Moderate
2023,5,17,2023-05-17,122.0,Moderate
2023,5,18,2023-05-18,130.0,Moderate
2023,5,19,2023-05-19,125.0,Moderate
2023,5,20,2023-05-20,104.0,Moderate
2023,5,21,2023-05-21,99.0,Satisfactory
2023,5,22,2023-05-22,102.0,Moderate
2023,5,23,2023-05-23,97.0,Satisfactory
2023,5,24,2023-05-24,95.0,Satisfactory
2023,5,25,2023-05-25,94.0,Satisfactory
2023,5,26,2023-05-26,232.0,Poor
2023,5,27,2023-05-27,91.0,Satisfactory
2023,5,28,2023-05-28,92.0,Satisfactory
2023,5,29,2023-05-29,96.0,Satisfactory
2023,5,30,2023-05-30,113.0,Moderate
2023,5,31,2023-05-31,96.0,Satisfactory
2023,6,1,2023-06-01,110.0,Moderate
2023,6,2,2023-06-02,108.0,Moderate
2023,6,3,2023-06-03,120.0,Moderate
2023,6,4,2023-06-04,132.0,Moderate
2023,6,5,2023-06-05,97.0,Satisfactory
2023,6,6,2023-06-06,90.0,Satisfactory
2023,6,7,2023-06-07,102.0,Moderate
2023,6,8,2023-06-08,102.0,Moderate
2023,6,9,2023-06-09,108.0,Moderate
2023,6,10,2023-06-10,101.0,Moderate
2023,6,11,2023-06-11,103.0,Moderate
2023,6,12,2023-06-12,107.0,Moderate
2023,6,13,2023-06-13,97.0,Satisfactory
2023,6,14,2023-06-14,94.0,Satisfactory
2023,6,15,2023-06-15,94.0,Satisfactory
2023,6,16,2023-06-16,106.0,Moderate
2023,6,17,2023-06-17,110.0,Moderate
2023,6,18,2023-06-18,112.0,Moderate
2023,6,19,2023-06-19,113.0,Moderate
2023,6,20,2023-06-20,110.0,Moderate
2023,6,21,2023-06-21,103.0,Moderate
2023,6,22,2023-06-22,124.0,Moderate
2023,6,23,2023-06-23,105.0,Moderate
2023,6,24,2023-06-24,105.0,Moderate
2023,6,25,2023-06-25,105.0,Moderate
2023,6,26,2023-06-26,103.0,Moderate
2023,6,27,2023-06-27,104.0,Moderate
2023,6,28,2023-06-28,103.0,Moderate
2023,6,29,2023-06-29,121.0,Moderate
2023,6,30,2023-06-30,99.0,Satisfactory
2023,7,1,2023-07-01,116.0,Moderate
2023,7,2,2023-07-02,102.0,Moderate
2023,7,3,2023-07-03,104.0,Moderate
2023,7,4,2023-07-04,94.0,Satisfactory
2023,7,5,2023-07-05,95.0,Satisfactory
2023,7,6,2023-07-06,90.0,Satisfactory
2023,7,7,2023-07-07,89.0,Satisfactory
2023,7,8,2023-07-08,88.0,Satisfactory
2023,7,9,2023-07-09,120.0,Moderate
2023,7,10,2023-07-10,98.0,Satisfactory
2023,7,11,2023-07-11,115.0,Moderate
2023,7,12,2023-07-12,123.0,Moderate
2023,7,13,2023-07-13,122.0,Moderate
2023,7,14,2023-07-14,119.0,Moderate
2023,7,15,2023-07-15,104.0,Moderate
2023,7,16,2023-07-16,103.0,Moderate
2023,7,17,2023-07-17,103.0,Moderate
2023,7,18,2023-07-18,108.0,Moderate
2023,7,19,2023-07-19,101.0,Moderate
2023,7,20,2023-07-20,85.0,Satisfactory
2023,7,21,2023-07-21,83.0,Satisfactory
2023,7,22,2023-07-22,85.0,Satisfactory
2023,7,23,2023-07-23,82.0,Satisfactory
2023,7,24,2023-07-24,87.0,Satisfactory
2023,7,25,2023-07-25,91.0,Satisfactory
2023,7,26,2023-07-26,86.0,Satisfactory
2023,7,27,2023-07-27,89.0,Satisfactory
2023,7,28,2023-07-28,87.0,Satisfactory
2023,7,29,2023-07-29,78.0,Satisfactory
2023,7,30,2023-07-30,78.0,Satisfactory
2023,7,31,2023-07-31,93.0,Satisfactory
2023,8,1,2023-08-01,94.0,Satisfactory
2023,8,2,2023-08-02,90.0,Satisfactory
2023,8,3,2023-08-03,92.0,Satisfactory
2023,8,4,2023-08-04,94.0,Satisfactory
2023,8,5,2023-08-05,94.0,Satisfactory
2023,8,6,2023-08-06,94.0,Satisfactory
2023,8,7,2023-08-07,100.0,Satisfactory
2023,8,8,2023-08-08,115.0,Moderate
2023,8,9,2023-08-09,95.0,Satisfactory
2023,8,10,2023-08-10,90.0,Satisfactory
2023,8,11,2023-08-11,94.0,Satisfactory
2023,8,12,2023-08-12,99.0,Satisfactory
2023,8,13,2023-08-13,85.0,Satisfactory
2023,8,14,2023-08-14,83.0,Satisfactory
2023,8,15,2023-08-15,84.0,Satisfactory
2023,8,16,2023-08-16,81.0,Satisfactory
2023,8,17,2023-08-17,87.0,Satisfactory
2023,8,18,2023-08-18,92.0,Satisfactory
2023,8,19,2023-08-19,72.0,Satisfactory
2023,8,20,2023-08-20,60.0,Satisfactory
2023,8,21,2023-08-21,71.0,Satisfactory
2023,8,22,2023-08-22,94.0,Satisfactory
2023,8,23,2023-08-23,79.0,Satisfactory
2023,8,24,2023-08-24,84.0,Satisfactory
2023,8,25,2023-08-25,81.0,Satisfactory
2023,8,26,2023-08-26,78.0,Satisfactory
2023,8,27,2023-08-27,79.0,Satisfactory
2023,8,28,2023-08-28,82.0,Satisfactory
2023,8,29,2023-08-29,83.0,Satisfactory
2023,8,30,2023-08-30,104.0,Moderate
2023,8,31,2023-08-31,115.0,Moderate
2023,9,1,2023-09-01,107.0,Moderate
2023,9,2,2023-09-02,73.0,Satisfactory
2023,9,3,2023-09-03,70.0,Satisfactory
2023,9,4,2023-09-04,77.0,Satisfactory
2023,9,5,2023-09-05,95.0,Satisfactory
2023,9,6,2023-09-06,104.0,Moderate
2023,9,7,2023-09-07,92.0,Satisfactory
2023,9,8,2023-09-08,74.0,Satisfactory
2023,9,9,2023-09-09,79.0,Satisfactory
2023,9,10,2023-09-10,87.0,Satisfactory
2023,9,11,2023-09-11,81.0,Satisfactory
2023,9,12,2023-09-12,83.0,Satisfactory
2023,9,13,2023-09-13,78.0,Satisfactory
2023,9,14,2023-09-14,79.0,Satisfactory
2023,9,15,2023-09-15,79.0,Satisfactory
2023,9,16,2023-09-16,76.0,Satisfactory
2023,9,17,2023-09-17,77.0,Satisfactory
2023,9,18,2023-09-18,82.0,Satisfactory
2023,9,19,2023-09-19,77.0,Satisfactory
2023,9,20,2023-09-20,73.0,Satisfactory
2023,9,21,2023-09-21,70.0,Satisfactory
2023,9,22,2023-09-22,72.0,Satisfactory
2023,9,23,2023-09-23,73.0,Satisfactory
2023,9,24,2023-09-24,76.0,Satisfactory
2023,9,25,2023-09-25,80.0,Satisfactory
2023,9,26,2023-09-26,86.0,Satisfactory
2023,9,27,2023-09-27,86.0,Satisfactory
2023,9,28,2023-09-28,110.0,Moderate
2023,9,29,2023-09-29,101.0,Moderate
2023,9,30,2023-09-30,98.0,Satisfactory
2023,10,1,2023-10-01,94.0,Satisfactory
2023,10,2,2023-10-02,103.0,Moderate
2023,10,3,2023-10-03,113.0,Moderate
2023,10,4,2023-10-04,131.0,Moderate
2023,10,5,2023-10-05,127.0,Moderate
2023,10,6,2023-10-06,126.0,Moderate
2023,10,7,2023-10-07,128.0,Moderate
2023,10,8,2023-10-08,154.0,Moderate
2023,10,9,2023-10-09,134.0,Moderate
2023,10,10,2023-10-10,144.0,Moderate
2023,10,11,2023-10-11,117.0,Moderate
2023,10,12,2023-10-12,130.0,Moderate
2023,10,13,2023-10-13,172.0,Moderate
2023,10,14,2023-10-14,167.0,Moderate
2023,10,15,2023-10-15,154.0,Moderate
2023,10,16,2023-10-16,164.0,Moderate
2023,10,17,2023-10-17,176.0,Moderate
2023,10,18,2023-10-18,170.0,Moderate
2023,10,19,2023-10-19,152.0,Moderate
2023,10,20,2023-10-20,158.0,Moderate
2023,10,21,2023-10-21,176.0,Moderate
2023,10,22,2023-10-22,127.0,Moderate
2023,10,23,2023-10-23,145.0,Moderate
2023,10,24,2023-10-24,138.0,Moderate
2023,10,25,2023-10-25,126.0,Moderate
2023,10,26,2023-10-26,147.0,Moderate
2023,10,27,2023-10-27,125.0,Moderate
2023,10,28,2023-10-28,137.0,Moderate
2023,10,29,2023-10-29,163.0,Moderate
2023,10,30,2023-10-30,154.0,Moderate
2023,10,31,2023-10-31,148.0,Moderate
2023,11,1,2023-11-01,158.0,Moderate
2023,11,2,2023-11-02,149.0,Moderate
2023,11,3,2023-11-03,163.0,Moderate
2023,11,4,2023-11-04,178.0,Moderate
2023,11,5,2023-11-05,183.0,Moderate
2023,11,6,2023-11-06,151.0,Moderate
2023,11,7,2023-11-07,168.0,Moderate
2023,11,8,2023-11-08,121.0,Moderate
2023,11,9,2023-11-09,95.0,Satisfactory
2023,11,10,2023-11-10,94.0,Satisfactory
2023,11,11,2023-11-11,108.0,Moderate
2023,11,12,2023-11-12,165.0,Moderate
2023,11,13,2023-11-13,262.0,Poor
2023,11,14,2023-11-14,183.0,Moderate
2023,11,15,2023-11-15,165.0,Moderate
2023,11,16,2023-11-16,155.0,Moderate
2023,11,17,2023-11-17,142.0,Moderate
2023,11,18,2023-11-18,176.0,Moderate
2023,11,19,2023-11-19,153.0,Moderate
2023,11,20,2023-11-20,133.0,Moderate
2023,11,21,2023-11-21,129.0,Moderate
2023,11,22,2023-11-22,149.0,Moderate
2023,11,23,2023-11-23,140.0,Moderate
2023,11,24,2023-11-24,133.0,Moderate
2023,11,25,2023-11-25,131.0,Moderate
2023,11,26,2023-11-26,118.0,Moderate
2023,11,27,2023-11-27,79.0,Satisfactory
2023,11,28,2023-11-28,99.0,Satisfactory
2023,11,29,2023-11-29,115.0,Moderate
2023,11,30,2023-11-30,108.0,Moderate
2023,12,1,2023-12-01,107.0,Moderate
2023,12,2,2023-12-02,105.0,Moderate
2023,12,3,2023-12-03,127.0,Moderate
2023,12,4,2023-12-04,121.0,Moderate
2023,12,5,2023-12-05,115.0,Moderate
2023,12,6,2023-12-06,147.0,Moderate
2023,12,7,2023-12-07,135.0,Moderate
2023,12,8,2023-12-08,130.0,Moderate
2023,12,9,2023-12-09,132.0,Moderate
2023,12,10,2023-12-10,155.0,Moderate
2023,12,11,2023-12-11,157.0,Moderate
2023,12,12,2023-12-12,131.0,Moderate
2023,12,13,2023-12-13,132.0,Moderate
2023,12,14,2023-12-14,156.0,Moderate
2023,12,15,2023-12-15,171.0,Moderate
2023,12,16,2023-12-16,182.0,Moderate
2023,12,17,2023-12-17,171.0,Moderate
2023,12,18,2023-12-18,163.0,Moderate
2023,12,19,2023-12-19,174.0,Moderate
2023,12,20,2023-12-20,168.0,Moderate
2023,12,21,2023-12-21,186.0,Moderate
2023,12,22,2023-12-22,211.0,Poor
2023,12,23,2023-12-23,215.0,Poor
2023,12,24,2023-12-24,191.0,Moderate
2023,12,25,2023-12-25,205.0,Poor
2023,12,26,2023-12-26,231.0,Poor
2023,12,27,2023-12-27,177.0,Moderate
2023,12,28,2023-12-28,194.0,Moderate
2023,12,29,2023-12-29,196.0,Moderate
2023,12,30,2023-12-30,177.0,Moderate
2023,12,31,2023-12-31,145.0,Moderate
2024,1,1,2024-01-01,142.0,Moderate
2024,1,2,2024-01-02,141.0,Moderate
2024,1,3,2024-01-03,156.0,Moderate
2024,1,4,2024-01-04,156.0,Moderate
2024,1,5,2024-01-05,148.0,Moderate
2024,1,6,2024-01-06,126.0,Moderate
2024,1,7,2024-01-07,119.0,Moderate
2024,1,8,2024-01-08,93.0,Satisfactory
2024,1,9,2024-01-09,116.0,Moderate
2024,1,10,2024-01-10,91.0,Satisfactory
2024,1,11,2024-01-11,117.0,Moderate
2024,1,12,2024-01-12,131.0,Moderate
2024,1,13,2024-01-13,142.0,Moderate
2024,1,14,2024-01-14,160.0,Moderate
2024,1,15,2024-01-15,83.0,Satisfactory
2024,1,16,2024-01-16,94.0,Satisfactory
2024,1,17,2024-01-17,111.0,Moderate
2024,1,18,2024-01-18,96.0,Satisfactory
2024,1,19,2024-01-19,105.0,Moderate
2024,1,20,2024-01-20,103.0,Moderate
2024,1,21,2024-01-21,134.0,Moderate
2024,1,22,2024-01-22,116.0,Moderate
2024,1,23,2024-01-23,114.0,Moderate
2024,1,24,2024-01-24,123.0,Moderate
2024,1,25,2024-01-25,129.0,Moderate
2024,1,26,2024-01-26,157.0,Moderate
2024,1,27,2024-01-27,146.0,Moderate
2024,1,28,2024-01-28,176.0,Moderate
2024,1,29,2024-01-29,188.0,Moderate
2024,1,30,2024-01-30,148.0,Moderate
2024,1,31,2024-01-31,131.0,Moderate
2024,2,1,2024-02-01,107.0,Moderate
2024,2,2,2024-02-02,108.0,Moderate
2024,2,3,2024-02-03,140.0,Moderate
2024,2,4,2024-02-04,154.0,Moderate
2024,2,5,2024-02-05,129.0,Moderate
2024,2,6,2024-02-06,162.0,Moderate
2024,2,7,2024-02-07,116.0,Moderate
2024,2,8,2024-02-08,131.0,Moderate
2024,2,9,2024-02-09,139.0,Moderate
2024,2,10,2024-02-10,124.0,Moderate
2024,2,11,2024-02-11,114.0,Moderate
2024,2,12,2024-02-12,130.0,Moderate
2024,2,13,2024-02-13,131.0,Moderate
2024,2,14,2024-02-14,134.0,Moderate
2024,2,15,2024-02-15,130.0,Moderate
2024,2,16,2024-02-16,122.0,Moderate
2024,2,17,2024-02-17,123.0,Moderate
2024,2,18,2024-02-18,130.0,Moderate
2024,2,19,2024-02-19,107.0,Moderate
2024,2,20,2024-02-20,83.0,Satisfactory
2024,2,21,2024-02-21,81.0,Satisfactory
2024,2,22,2024-02-22,88.0,Satisfactory
2024,2,23,2024-02-23,113.0,Moderate
2024,2,24,2024-02-24,123.0,Moderate
2024,2,25,2024-02-25,120.0,Moderate
2024,2,26,2024-02-26,131.0,Moderate
2024,2,27,2024-02-27,134.0,Moderate
2024,2,28,2024-02-28,105.0,Moderate
2024,2,29,2024-02-29,119.0,Moderate
2024,3,1,2024-03-01,117.0,Moderate
2024,3,2,2024-03-02,95.0,Satisfactory
2024,3,3,2024-03-03,78.0,Satisfactory
2024,3,4,2024-03-04,83.0,Satisfactory
2024,3,5,2024-03-05,120.0,Moderate
2024,3,6,2024-03-06,147.0,Moderate
2024,3,7,2024-03-07,131.0,Moderate
2024,3,8,2024-03-08,132.0,Moderate
2024,3,9,2024-03-09,120.0,Moderate
2024,3,10,2024-03-10,113.0,Moderate
2024,3,11,2024-03-11,121.0,Moderate
2024,3,12,2024-03-12,144.0,Moderate
2024,3,13,2024-03-13,102.0,Moderate
2024,3,14,2024-03-14,106.0,Moderate
2024,3,15,2024-03-15,108.0,Moderate
2024,3,16,2024-03-16,104.0,Moderate
2024,3,17,2024-03-17,107.0,Moderate
2024,3,18,2024-03-18,92.0,Satisfactory
2024,3,19,2024-03-19,100.0,Satisfactory
2024,3,20,2024-03-20,114.0,Moderate
2024,3,21,2024-03-21,130.0,Moderate
2024,3,22,2024-03-22,136.0,Moderate
2024,3,23,2024-03-23,131.0,Moderate
2024,3,24,2024-03-24,126.0,Moderate
2024,3,25,2024-03-25,126.0,Moderate
2024,3,26,2024-03-26,129.0,Moderate
2024,3,27,2024-03-27,119.0,Moderate
2024,3,28,2024-03-28,116.0,Moderate
2024,3,29,2024-03-29,120.0,Moderate
2024,3,30,2024-03-30,131.0,Moderate
2024,3,31,2024-03-31,117.0,Moderate
2024,4,1,2024-04-01,99.0,Satisfactory
2024,4,2,2024-04-02,113.0,Moderate
2024,4,3,2024-04-03,124.0,Moderate
2024,4,4,2024-04-04,109.0,Moderate
2024,4,5,2024-04-05,115.0,Moderate
2024,4,6,2024-04-06,113.0,Moderate
2024,4,7,2024-04-07,103.0,Moderate
2024,4,8,2024-04-08,100.0,Satisfactory
2024,4,9,2024-04-09,96.0,Satisfactory
2024,4,10,2024-04-10,106.0,Moderate
2024,4,11,2024-04-11,120.0,Moderate
2024,4,12,2024-04-12,101.0,Moderate
2024,4,13,2024-04-13,93.0,Satisfactory
2024,4,14,2024-04-14,88.0,Satisfactory
2024,4,15,2024-04-15,111.0,Moderate
2024,4,16,2024-04-16,113.0,Moderate
2024,4,17,2024-04-17,117.0,Moderate
2024,4,18,2024-04-18,105.0,Moderate
2024,4,19,2024-04-19,99.0,Satisfactory
2024,4,20,2024-04-20,101.0,Moderate
2024,4,21,2024-04-21,91.0,Satisfactory
2024,4,22,2024-04-22,97.0,Satisfactory
2024,4,23,2024-04-23,88.0,Satisfactory
2024,4,24,2024-04-24,95.0,Satisfactory
2024,4,25,2024-04-25,87.0,Satisfactory
2024,4,26,2024-04-26,82.0,Satisfactory
2024,4,27,2024-04-27,96.0,Satisfactory
2024,4,28,2024-04-28,109.0,Moderate
2024,4,29,2024-04-29,113.0,Moderate
2024,4,30,2024-04-30,106.0,Moderate
2024,5,1,2024-05-01,117.0,Moderate
2024,5,2,2024-05-02,96.0,Satisfactory
2024,5,3,2024-05-03,105.0,Moderate
2024,5,4,2024-05-04,109.0,Moderate
2024,5,5,2024-05-05,95.0,Satisfactory
2024,5,6,2024-05-06,75.0,Satisfactory
2024,5,7,2024-05-07,78.0,Satisfactory
2024,5,8,2024-05-08,103.0,Moderate
2024,5,9,2024-05-09,102.0,Moderate
2024,5,10,2024-05-10,102.0,Moderate
2024,5,11,2024-05-11,112.0,Moderate
2024,5,12,2024-05-12,70.0,Satisfactory
2024,5,13,2024-05-13,121.0,Moderate
2024,5,14,2024-05-14,104.0,Moderate
2024,5,15,2024-05-15,149.0,Moderate
2024,5,16,2024-05-16,134.0,Moderate
2024,5,17,2024-05-17,156.0,Moderate
2024,5,18,2024-05-18,140.0,Moderate
2024,5,19,2024-05-19,126.0,Moderate
2024,5,20,2024-05-20,101.0,Moderate
2024,5,21,2024-05-21,108.0,Moderate
2024,5,22,2024-05-22,115.0,Moderate
2024,5,23,2024-05-23,81.0,Satisfactory
2024,5,24,2024-05-24,88.0,Satisfactory
2024,5,25,2024-05-25,94.0,Satisfactory
2024,5,26,2024-05-26,102.0,Moderate
2024,5,27,2024-05-27,81.0,Satisfactory
2024,5,28,2024-05-28,84.0,Satisfactory
2024,5,29,2024-05-29,68.0,Satisfactory
2024,5,30,2024-05-30,78.0,Satisfactory
2024,5,31,2024-05-31,85.0,Satisfactory
2024,6,1,2024-06-01,70.0,Satisfactory
2024,6,2,2024-06-02,64.0,Satisfactory
2024,6,3,2024-06-03,70.0,Satisfactory
2024,6,4,2024-06-04,77.0,Satisfactory
2024,6,5,2024-06-05,73.0,Satisfactory
2024,6,6,2024-06-06,100.0,Satisfactory
2024,6,7,2024-06-07,61.0,Satisfactory
2024,6,8,2024-06-08,72.0,Satisfactory
2024,6,9,2024-06-09,53.0,Satisfactory
2024,6,10,2024-06-10,66.0,Satisfactory
2024,6,11,2024-06-11,57.0,Satisfactory
2024,6,12,2024-06-12,60.0,Satisfactory
2024,6,13,2024-06-13,58.0,Satisfactory
2024,6,14,2024-06-14,49.0,Good
2024,6,15,2024-06-15,48.0,Good
2024,6,16,2024-06-16,44.0,Good
2024,6,17,2024-06-17,56.0,Satisfactory
2024,6,18,2024-06-18,54.0,Satisfactory
2024,6,19,2024-06-19,50.0,Good
2024,6,20,2024-06-20,52.0,Satisfactory
2024,6,21,2024-06-21,53.0,Satisfactory
2024,6,22,2024-06-22,58.0,Satisfactory
2024,6,23,2024-06-23,58.0,Satisfactory
2024,6,24,2024-06-24,49.0,Good
2024,6,25,2024-06-25,62.0,Satisfactory
2024,6,26,2024-06-26,55.0,Satisfactory
2024,6,27,2024-06-27,55.0,Satisfactory
2024,6,28,2024-06-28,63.0,Satisfactory
2024,6,29,2024-06-29,57.0,Satisfactory
2024,6,30,2024-06-30,50.0,Good
2024,7,1,2024-07-01,48.0,Good
2024,7,2,2024-07-02,48.0,Good
2024,7,3,2024-07-03,61.0,Satisfactory
2024,7,4,2024-07-04,62.0,Satisfactory
